Name,Country,Team,Position,Appearances,Goals,Interceptions,Time Played (min),Fouls Conceded,Total Passes,Touches,Yellow Cards
Selim Amallah,MA,VAL,Midfielder,20,0,11,597,21,160,344,3
Selu Diallo,GN,ALA,Midfielder,0,0,0,0,0,0,0,0
Sergi Altimira,ES,BET,Midfielder,14,1,9,566,8,316,422,1
Sergi Canós,ES,VAL,Forward,27,1,11,1234,17,360,632,2
Sergi Cardona,ES,LPA,Defender,35,1,46,2816,52,1733,2706,10
Sergi Darder,ES,MLL,Midfielder,36,2,16,2154,19,829,1326,4
Sergi Guardiola,ES,CAD,Forward,22,1,0,475,18,191,319,1
Sergi Roberto,ES,BAR,Defender,14,3,8,863,8,631,758,4
Sergio Akieme,ES,REI,Defender,13,2,10,818,17,270,476,2
Sergio Arribas,ES,ALM,Midfielder,34,9,16,2055,14,680,1092,1
Sergio Camello,ES,RAY,Forward,31,3,3,1668,18,371,634,3
Sergio Gimeno,ES,GET,Midfielder,0,0,0,0,0,0,0,0
Sergio Herrera,ES,OSA,Goalkeeper,32,0,0,2870,0,1082,1346,2
Sergio Mestre,ES,ATM,Goalkeeper,0,0,0,0,0,0,0,0
Sergio Ramos,ES,SEV,Defender,28,3,41,2518,27,1515,1920,7
Sergio Rodelas,ES,GRA,Midfielder,3,0,0,122,2,26,57,0
Sergio Ruiz,ES,GRA,Midfielder,35,0,28,2501,42,1257,1703,9
Sheraldo Becker,SR,RSO,Midfielder,15,2,1,772,11,195,313,1
Shon Weissman,IL,SAL,Forward,11,1,3,493,3,66,129,0
Siebe Van der Heyden,BE,MLL,Defender,6,0,7,284,8,92,140,2
Silvi Clua,ES,GIR,Midfielder,1,0,0,1,1,5,10,0
Sokratis Papastathopoulos,GR,NONE,NONE,0,0,0,0,0,0,0,0
Sory Kaba,GN,LPA,Forward,17,1,0,720,16,157,311,2
Srdjan Babic,RS,NONE,NONE,0,0,0,0,0,0,0,0
Stanis Idumbo Muzambo,BE,SEV,Midfielder,0,0,0,0,0,0,0,0
Stefan Lekovic,RS,VIL,Defender,1,0,0,28,0,14,16,0
Stefan Mitrovic,RS,NONE,NONE,0,0,0,0,0,0,0,0
Stefan Savic,ME,ATM,Defender,23,0,27,1631,16,971,1185,5
Stole Dimitrievski,MK,RAY,Goalkeeper,37,0,0,3330,0,1024,1374,2
Jesús Joaquín Fernández Sáenz de la Torre,ES,SEV,Forward,29,1,5,1514,22,756,1152,5
Tadeo Allende,AR,CEL,Forward,10,1,3,330,2,88,156,1
Takefusa Kubo,JP,RSO,Midfielder,30,7,11,2153,21,710,1288,2
Tanguy Nianzou,FR,SEV,Defender,8,0,3,315,6,151,203,3
Tasos Douvikas,GR,CEL,Forward,32,7,2,885,18,164,349,2
Theo Corbeanu,CA,GRA,Forward,9,1,3,196,2,48,98,2
Thibaut Courtois,BE,RMA,Goalkeeper,4,0,0,333,0,98,145,0
Thierry Rendall Correia,PT,VAL,Defender,31,0,33,2157,41,1017,1697,4
Thomas Lemar,FR,ATM,Midfielder,3,0,0,166,3,77,104,0
Théo Zidane,FR,RMA,Midfielder,0,0,0,0,0,0,0,0
Tomás Mendes,ES,ALA,Midfielder,1,0,0,5,0,6,8,0
Toni Fuidias,ES,GIR,Goalkeeper,0,0,0,0,0,0,0,0
Toni Kroos,DE,RMA,Midfielder,33,1,17,2130,17,2368,2735,3
Antonio Latorre Grueso,ES,MLL,Defender,28,0,17,1545,19,573,979,3
Laureano Antonio Villa Suárez,ES,GIR,Midfielder,2,0,0,11,0,8,13,0
Umar Sadiq,NG,RSO,Forward,26,3,0,1076,45,180,448,4
Unai Egiluz,ES,ATH,Defender,0,0,0,0,0,0,0,0
Unai García,ES,OSA,Defender,9,1,8,559,9,194,267,4
Unai Gómez,ES,ATH,Midfielder,25,2,2,867,11,239,414,1
Unai Hernández,ES,BAR,Midfielder,0,0,0,0,0,0,0,0
Unai López,ES,RAY,Midfielder,35,1,16,2123,60,1366,1760,9
Unai Marrero,ES,RSO,Goalkeeper,2,0,0,141,0,40,49,0
Unai Núñez,ES,CEL,Defender,34,1,52,2802,37,1628,2095,4
Unai Ropero,ES,ALA,Forward,1,0,0,5,1,4,7,0
Unai Simón,ES,ATH,Goalkeeper,36,0,1,3184,0,1078,1391,2
Urko González,ES,RSO,Defender,5,0,1,154,1,89,113,1
Valery Fernández,ES,GIR,Defender,27,2,1,487,6,198,308,1
Vedat Muriqi,XK,MLL,Forward,29,7,6,2329,40,639,1043,5
Vicent Abril,ES,VAL,Goalkeeper,0,0,0,0,0,0,0,0
Vicente Guaita,ES,CEL,Goalkeeper,27,0,0,2402,1,668,957,2
Victor Wehbi Aznar Ussen,BR,CAD,Goalkeeper,0,0,0,0,0,0,0,0
Victor Chust,ES,CAD,Defender,22,0,11,1870,15,1027,1239,3
Victor Parada,ES,ALA,Defender,2,0,0,2,0,0,2,0
Viktor Tsyhankov,UA,GIR,Forward,30,8,12,2066,14,841,1259,0
Vinícius José Paixão de Oliveira Júnior,BR,RMA,Forward,26,15,1,1872,24,622,1206,7
Vinícius Augusto Tobias da Silva,BR,RMA,Defender,0,0,0,0,0,0,0,0
Vitor Hugo Roque Ferreira,BR,BAR,Forward,14,2,0,319,13,64,146,2
Víctor Díaz,ES,NONE,NONE,0,0,0,0,0,0,0,0
William Silva de Carvalho,PT,BET,Midfielder,22,1,8,669,13,627,731,2
Willian José Da Silva,BR,BET,Forward,33,10,2,1978,9,532,737,0
Williot Swedberg,SE,CEL,Midfielder,15,5,0,434,6,102,197,1
Wilson Migueis Manafá Jancó,PT,NONE,NONE,0,0,0,0,0,0,0,0
Xabier Huarte Armendáriz,ES,OSA,Midfielder,1,0,0,8,0,2,3,0
Xavi Sintes,ES,SEV,Midfielder,0,0,0,0,0,0,0,0
Xavier Pleguezuelo,ES,BET,Defender,0,0,0,0,0,0,0,0
Xeber Alkain,ES,ALA,Midfielder,10,0,1,299,9,84,140,1
Yan Bueno Couto,BR,GIR,Defender,34,1,10,2245,35,1095,1763,8
Yangel Herrera,VE,GIR,Midfielder,29,5,24,2119,65,1101,1592,9
Yannick Carrasco,BE,NONE,NONE,0,0,0,0,0,0,0,0
Yarek Gasiorowski,ES,VAL,Defender,14,0,15,732,11,238,426,1
Yassin Tallal,MA,NONE,NONE,0,0,0,0,0,0,0,0
Yassine Bounou,MA,NONE,NONE,0,0,0,0,0,0,0,0
Jesús Santiago Pérez,ES,GET,Midfielder,14,1,0,657,17,183,264,4
Yeray Álvarez,ES,ATH,Defender,19,0,11,1155,15,704,830,1
Yeremy Pino,ES,VIL,Forward,7,0,5,479,22,158,289,4
Yerson Mosquera,CO,VIL,Defender,16,2,17,1228,14,698,930,4
Yoel Lago,ES,CEL,Defender,1,0,0,90,1,86,95,0
Youssef En-Nesyri,MA,SEV,Forward,33,16,7,2573,21,311,617,4
Youssouf Sabaly,SN,BET,Defender,12,0,11,1048,9,540,804,2
Yuri Berchiche,ES,ATH,Defender,27,3,20,1931,29,1049,1576,5
Yuzún Ley,ES,MLL,Defender,0,0,0,0,0,0,0,0
Álex Baena,ES,VIL,Midfielder,34,2,13,2598,53,1050,1670,11
Álex Centelles,ES,ALM,Defender,14,0,18,979,10,410,669,2
Álex Fernández,ES,CAD,Midfielder,26,0,15,1283,5,604,809,3
Álex Morata,ES,CAD,Defender,0,0,0,0,0,0,0,0
Álex Padilla,MX,ATH,Goalkeeper,0,0,0,0,0,0,0,0
Álex Pozo,ES,ALM,Midfielder,21,0,7,970,16,449,727,3
Álex Remiro,ES,RSO,Goalkeeper,37,0,0,3276,1,1142,1423,2
Álex Sola,ES,ALA,Defender,29,0,11,1257,11,305,714,2
Álex Suárez,ES,LPA,Defender,32,2,18,2566,27,1468,1922,7
Álvaro Bastida,ES,NONE,NONE,0,0,0,0,0,0,0,0
Álvaro Carrillo,ES,RMA,Defender,0,0,0,0,0,0,0,0
Álvaro Fernández,ES,NONE,NONE,0,0,0,0,0,0,0,0
Álvaro García,ES,RAY,Midfielder,32,6,36,2492,25,687,1171,6
Álvaro García,ES,ALA,Defender,0,0,0,0,0,0,0,0
Álvaro Killane,AR,LPA,Goalkeeper,0,0,0,0,0,0,0,0
Álvaro Lemos,ES,LPA,Forward,4,0,2,251,2,145,213,1
Álvaro Morata,ES,ATM,Forward,32,15,1,1909,33,372,695,2
Álvaro Negredo,ES,VLL,Forward,12,1,0,585,2,107,164,0
Álvaro Odriozola,ES,RSO,Defender,9,0,8,397,7,188,303,0
Álvaro Rodríguez,UY,RMA,Forward,1,0,0,1,0,0,5,0
Álvaro Vallés,ES,LPA,Goalkeeper,37,0,0,3264,1,1717,2154,2
Ángel Correa,AR,ATM,Forward,32,9,2,1525,24,468,813,3
Áron Yaakobishvili,HU,BAR,Goalkeeper,0,0,0,0,0,0,0,0
Çaglar Söyüncü,TR,NONE,NONE,0,0,0,0,0,0,0,0
Éder Gabriel Militão,BR,RMA,Defender,10,0,4,497,5,326,385,0
Érik Lamela,AR,SEV,Midfielder,13,2,1,459,18,157,297,3
Étienne Capoue,FR,VIL,Midfielder,32,1,22,1444,25,798,1107,8
Íñigo Lekue,ES,ATH,Defender,27,0,15,2001,15,1025,1525,4
Íñigo Ruíz de Galarreta,ES,ATH,Midfielder,29,1,12,2104,54,1167,1508,7
Óliver Torres,ES,SEV,Midfielder,27,0,6,1620,26,825,1109,3
Óscar De Marcos,ES,ATH,Defender,28,1,15,2261,22,1172,1808,5
Óscar Melendo,ES,GRA,Midfielder,26,0,5,1126,12,395,558,2
Óscar Mingueza,ES,CEL,Defender,38,2,17,3002,21,1572,2415,4
Óscar Rodríguez,ES,GET,Midfielder,24,2,5,962,20,420,642,9
Óscar Trejo,AR,RAY,Forward,31,0,5,1381,40,747,1140,4
Óscar Valentín,ES,RAY,Midfielder,34,1,34,2700,77,1227,1667,5
Ørjan Nyland,NO,SEV,Goalkeeper,24,0,0,2160,0,676,908,1
Aarón Escandell,ES,LPA,Goalkeeper,2,0,0,152,0,75,92,0
Abde Ezzalzouli,MA,BET,Forward,26,1,5,854,9,313,583,1
Abde Raihani,MA,ATM,Forward,1,0,0,9,0,0,2,0
Abde Rebbach,DZ,ALA,Midfielder,23,1,3,714,13,148,375,1
Abdel Abqar,MA,ALA,Defender,27,0,23,2314,33,753,1067,10
Abdul Mumin,GH,RAY,Defender,20,1,22,1695,15,767,984,5
Abdón Prats,ES,MLL,Forward,34,6,2,1258,18,231,414,3
Abner Vinícius da Silva Santos,BR,BET,Defender,23,0,15,1397,16,609,1000,3
Abraham del Moral,ES,VIL,Defender,0,0,0,0,0,0,0,0
Adnan Januzaj,BE,SEV,Midfielder,8,0,1,187,3,77,135,0
Adri Embarba,ES,ALM,Forward,36,3,15,2485,37,733,1456,5
Adri López,ES,GRA,Goalkeeper,0,0,0,0,0,0,0,0
Adrià Alti,ES,VIL,Defender,11,0,5,779,11,400,574,3
Adrià Pedrosa,ES,SEV,Defender,31,1,15,1749,6,664,1255,1
Adrián Niño,ES,ATM,Forward,0,0,0,0,0,0,0,0
Adrián Rodríguez,AR,ALA,Goalkeeper,0,0,0,0,0,0,0,0
Agustín Marchesín,AR,NONE,NONE,0,0,0,0,0,0,0,0
Aiham Hanz Ousou,SY,CAD,Defender,6,0,7,429,4,179,226,0
Aihen Muñoz,ES,RSO,Defender,21,0,9,1120,17,506,873,2
Aimar Oroz,ES,OSA,Forward,33,2,16,2351,39,1011,1413,3
Aingeru Olabarrieta,ES,ATH,Forward,1,0,0,8,0,3,6,0
Aitor Fernández,ES,OSA,Goalkeeper,7,0,0,550,0,177,219,2
Aitor Fraga,ES,RSO,Goalkeeper,0,0,0,0,0,0,0,0
Aitor Gismera,ES,ATM,Midfielder,0,0,0,0,0,0,0,0
Aitor Paredes,ES,ATH,Defender,34,1,33,2706,37,1551,1823,7
Aitor Ruibal,ES,BET,Forward,18,2,14,1015,16,473,808,5
Alberto Dadie,ES,RSO,Midfielder,1,0,0,27,4,6,16,0
Alberto Flores,ES,SEV,Goalkeeper,0,0,0,0,0,0,0,0
Alberto Marí,ES,VAL,Forward,16,1,0,264,10,59,114,0
Alberto Moleiro,ES,LPA,Midfielder,28,3,7,1807,17,696,1076,1
Alberto Moreno,ES,VIL,Defender,27,2,24,1490,24,594,923,1
Alberto Perea,ES,NONE,NONE,0,0,0,0,0,0,0,0
Alberto Risco,ES,GET,Midfielder,4,0,0,135,1,43,69,0
Alberto Soro,ES,NONE,NONE,0,0,0,0,0,0,0,0
Aleix García,ES,GIR,Midfielder,37,3,36,3201,29,2724,3306,4
Aleix Garrido,ES,BAR,Midfielder,0,0,0,0,0,0,0,0
Alejandro Balde,ES,BAR,Defender,18,0,5,1378,9,669,1033,1
Alejandro Catena,ES,OSA,Defender,30,1,15,2536,47,1333,1610,8
Alejandro Herranz,ES,GET,Defender,0,0,0,0,0,0,0,0
Alejandro Quevedo,ES,MLL,Goalkeeper,0,0,0,0,0,0,0,0
Alejo Véliz,AR,SEV,Forward,6,0,0,31,4,6,15,0
Aleksandar Radovanovic,RS,ALM,Defender,9,0,11,571,7,196,283,2
Aleksandar Sedlar,RS,ALA,Defender,11,1,13,948,14,403,510,2
Alex Berenguer,ES,ATH,Forward,35,7,5,1580,30,444,895,4
Alejandro González Gorrin,ES,NONE,NONE,0,0,0,0,0,0,0,0
Alexander Sørloth,NO,VIL,Forward,34,23,0,2491,34,462,900,3
Alfonso Espino,UY,RAY,Defender,31,0,41,2512,45,1110,1841,9
Alfonso Pedraza,ES,VIL,Forward,19,1,14,1119,14,438,774,4
Amath Ndiaye,SN,VLL,Forward,9,5,3,574,12,164,308,2
Ander Astralaga,ES,BAR,Goalkeeper,0,0,0,0,0,0,0,0
Ander Barrenetxea,ES,RSO,Forward,29,4,6,1436,27,499,895,1
Ander Guevara,ES,ALA,Midfielder,37,1,13,2935,48,1456,1820,7
Ander Herrera,ES,ATH,Midfielder,23,0,15,1023,21,737,934,4
Ander Sánchez,ES,ALA,Midfielder,0,0,0,0,0,0,0,0
Andoni Gorosabel,ES,ALA,Defender,36,1,28,2863,29,959,1732,6
Andreas Christensen,DK,BAR,Defender,30,2,21,1990,26,1564,1747,4
Andrei Ratiu,RO,RAY,Defender,12,0,0,627,2,239,414,1
Andrii Lunin,UA,RMA,Goalkeeper,21,0,0,1890,0,569,779,2
Domingos André Ribeiro Almeida,PT,VAL,Midfielder,18,2,6,968,12,379,564,0
André Filipe Magalhães Ribeiro Ferreira,PT,VLL,Goalkeeper,0,0,0,0,0,0,0,0
André Miguel Valente da Silva,PT,RSO,Forward,19,3,1,729,14,160,269,1
Andrés Guardado,MX,NONE,NONE,0,0,0,0,0,0,0,0
Ansu Fati,ES,BHA,Forward,19,2,3,514,6,204,325,2
Antal Yaakobishvili,HU,GIR,Defender,1,0,3,60,1,42,51,0
Ante Budimir,HR,OSA,Forward,33,17,5,2448,40,427,806,4
Anthony Lozano,HN,ALM,Forward,13,3,2,778,22,131,286,1
Antoine Griezmann,FR,ATM,Forward,33,16,10,2654,16,1246,1736,5
Antonio Blanco,ES,ALA,Midfielder,33,0,35,2436,36,1031,1386,5
Antonio Gomis,ES,ATM,Goalkeeper,0,0,0,0,0,0,0,0
José Antonio Rodríguez Díaz,ES,GRA,Midfielder,27,0,6,720,21,185,363,3
Antonio Raíllo,ES,MLL,Defender,26,3,37,2198,32,1154,1467,4
Antonio Rüdiger,DE,RMA,Defender,33,1,11,2707,26,1798,2040,7
Antonio Sivera,ES,ALA,Goalkeeper,34,0,0,3060,0,986,1273,3
Antonio Sánchez,ES,MLL,Midfielder,29,3,13,1463,26,490,789,3
Arda Güler,TR,RMA,Midfielder,10,6,2,373,11,203,298,1
Aridane Hernández,ES,RAY,Defender,19,0,14,1691,11,784,979,3
Aristide Njalla,CM,CAD,Midfielder,0,0,0,0,0,0,0,0
Aritz Elustondo,ES,RSO,Defender,15,0,7,808,9,430,566,2
Arnau Martínez,ES,GIR,Defender,21,0,10,1240,14,749,1002,5
Arnau Puigmal,ES,ELC,Midfielder,13,0,6,592,6,179,330,1
Arsen Zakharyan,RU,RSO,Midfielder,29,1,4,1230,21,454,718,1
Artem Dovbyk,UA,GIR,Forward,36,24,0,2605,27,386,672,2
Arthur Vermeeren,BE,ATM,Midfielder,5,0,6,159,7,89,122,2
Arvin Appiah,GB-ENG,NONE,NONE,0,0,0,0,0,0,0,0
Asier Osambela,ES,OSA,Midfielder,1,0,0,9,1,5,10,0
Asier Villalibre,ES,ATH,Forward,18,2,0,503,7,122,206,0
Assane Diao,ES,BET,Forward,18,2,7,1052,12,254,558,4
Augusto Batalla,AR,GRA,Goalkeeper,17,0,0,1530,0,610,800,3
Aurélien Tchouaméni,FR,RMA,Midfielder,27,3,28,1987,20,1490,1778,7
Axel Witsel,BE,ATM,Midfielder,35,2,16,2784,24,1819,2152,5
Ayoze Pérez,ES,BET,Forward,31,9,22,2307,36,710,1278,4
Aïssa Mandi,DZ,VIL,Defender,16,1,8,1113,7,729,835,3
Tiago Manuel Dias Correia,CV,RAY,Midfielder,19,2,0,194,0,68,165,1
Ben Brereton,CL,SHU,Forward,14,6,3,1110,11,254,440,3
Benito Ramírez,ES,LPA,Midfielder,20,1,3,368,4,151,258,0
Bernardo Espinosa,CO,NONE,NONE,0,0,0,0,0,0,0,0
Bertrand Traoré,BF,VIL,Midfielder,11,1,1,569,7,201,338,4
Beñat Prados,ES,ATH,Midfielder,26,0,23,1450,29,782,1058,1
Beñat Turrientes,ES,RSO,Midfielder,29,0,6,1688,36,685,949,4
Borja García,ES,GIR,Midfielder,0,0,0,0,0,0,0,0
Borja Iglesias,ES,LVK,Forward,7,0,1,252,2,73,105,0
Borja Mayoral,ES,GET,Forward,27,15,4,2161,31,533,848,2
Borja Vázquez,ES,CAD,Forward,1,0,0,3,0,1,5,0
Boubakary Soumaré,FR,SEV,Midfielder,28,0,26,2286,33,1226,1488,10
Brahim Díaz,MA,RMA,Midfielder,31,8,5,1551,22,697,1105,0
Brais Méndez,ES,RSO,Midfielder,32,5,12,2420,58,1129,1688,7
Brian Ocampo,UY,CAD,Midfielder,13,1,3,237,9,107,208,2
Bruno Iribarne,ES,ALM,Goalkeeper,0,0,0,0,0,0,0,0
Bruno Alberto Langa,MZ,ALM,Defender,11,1,4,819,4,317,538,1
Bruno Méndez,UY,GRA,Defender,17,2,26,1336,14,543,820,4
Bryan Fiabema,NO,RSO,Forward,0,0,0,0,0,0,0,0
Bryan Zaragoza,ES,BAY,Forward,7,0,2,178,2,71,129,1
Miguel Jiménez Capitas,ES,SEV,Midfielder,0,0,0,0,0,0,0,0
Carl Starfelt,SE,CEL,Defender,27,1,34,2218,15,1031,1360,4
Carles Aleñá,ES,GET,Midfielder,29,1,4,1008,22,357,586,6
Carles Garrido,ES,GIR,Forward,0,0,0,0,0,0,0,0
Carles Pérez,ES,CEL,Forward,16,1,5,769,15,236,431,3
Carlos Benavídez,UY,ALA,Midfielder,29,3,19,1120,38,451,656,5
Carlos Domínguez,ES,CEL,Defender,22,0,22,1585,15,855,1096,2
Carlos Dotor,ES,CEL,Midfielder,17,0,4,702,14,336,438,2
Carlos Fernández,ES,RSO,Forward,10,2,0,406,15,82,161,3
Carlos Neva,ES,GRA,Defender,36,0,30,3152,22,1264,2088,4
Carlos Romero,ES,VIL,Defender,22,0,14,1719,21,821,1215,4
Carlos Vicente,ES,ALA,Forward,18,2,4,1118,18,260,551,1
Cenk Özkacar,TR,VAL,Defender,23,0,18,1595,13,831,1053,3
Chadi Riad,MA,BET,Defender,26,0,23,2164,15,1195,1450,1
Chimy Ávila,AR,BET,Forward,6,1,1,301,3,78,141,2
Chris Ramos,ES,CAD,Forward,37,5,9,2627,61,467,1017,5
Juan Brandáriz Movilla,ES,ALM,Defender,31,0,14,2432,23,1176,1485,4
Claudio Bravo,CL,BET,Goalkeeper,7,0,0,630,0,199,261,0
Coke Carrillo,ES,CEL,Goalkeeper,0,0,0,0,0,0,0,0
Conan Ledesma,AR,CAD,Goalkeeper,34,0,0,3049,1,1066,1396,0
José Manuel Arias Copete,ES,MLL,Defender,19,1,32,1336,36,571,791,7
Cristhian Mosquera,ES,VAL,Defender,36,0,36,3074,25,1624,2038,2
Cristhian Stuani,UY,GIR,Forward,31,9,5,782,28,114,235,6
Cristian Herrera,ES,LPA,Forward,8,1,0,159,3,99,125,1
Cristian Rivero,ES,VAL,Goalkeeper,1,0,0,56,0,14,22,0
Cyle Larin,CA,MLL,Forward,35,3,3,1823,27,283,638,8
Cédric Bakambu,CD,BET,Forward,4,0,0,195,4,39,75,1
César Azpilicueta,ES,ATM,Defender,25,0,16,1421,29,907,1203,4
César Fernández,ES,CEL,Goalkeeper,0,0,0,0,0,0,0,0
César Montes,MX,ALM,Defender,21,0,11,1792,22,963,1182,5
César Tárrega,ES,VLL,Defender,16,1,23,1309,24,793,979,2
Daley Blind,NL,GIR,Defender,34,1,21,2971,19,2524,2925,6
Daley Sinkgraven,NL,LPA,Defender,10,0,6,375,4,236,331,0
Damián Rodríguez,ES,CEL,Midfielder,5,0,1,257,4,204,234,1
Damián Suárez,UY,NONE,NONE,0,0,0,0,0,0,0,0
Dani Carvajal,ES,RMA,Defender,28,4,22,2172,23,1272,1771,3
Dani Ceballos,ES,RMA,Midfielder,20,0,0,586,5,528,645,2
Dani Cárdenas,ES,RAY,Goalkeeper,1,0,0,90,0,35,42,0
Daniel García Carrillo,ES,ATH,Midfielder,17,1,8,738,11,330,417,4
Dani Parejo,ES,VIL,Midfielder,33,3,21,2586,18,1775,2138,4
Daniel Pérez Guerrero,ES,BET,Midfielder,0,0,0,0,0,0,0,0
Dani Rodríguez,ES,MLL,Midfielder,36,2,15,2632,61,819,1452,9
Dani Vivian,ES,ATH,Defender,33,0,31,2879,37,1698,2080,6
Daniel Budesca,ES,VIL,Defender,0,0,0,0,0,0,0,0
Daniel Cerantola Fuzato,BR,GET,Goalkeeper,1,0,0,6,0,9,12,0
Daniel Luna,CO,MIR,Midfielder,9,0,0,105,1,42,83,0
Darko Brasanac,RS,LEG,Midfielder,15,0,7,652,10,266,349,3
Darwin Machís,VE,CAD,Forward,21,4,4,782,12,219,429,0
Darío Benavides,ES,SEV,Defender,0,0,0,0,0,0,0,0
David Alaba,AT,RMA,Defender,14,0,15,1156,4,878,1015,2
David García,ES,OSA,Defender,27,0,18,2336,33,1325,1621,5
David Gil,ES,CAD,Goalkeeper,5,0,0,371,0,144,184,1
David López,ES,GIR,Midfielder,25,3,20,1975,17,1578,1804,4
David López,ES,ELC,Defender,2,0,0,3,2,2,2,0
David Otorbi,ES,VAL,Forward,0,0,0,0,0,0,0,0
David Soria,ES,GET,Goalkeeper,38,0,0,3414,1,1166,1480,3
Denis Suárez,ES,VIL,Midfielder,4,0,0,131,4,89,123,0
Diadié Samassékou,ML,CAD,Midfielder,4,0,3,87,2,47,64,0
Diego Hormigo,ES,SEV,Defender,1,0,0,36,1,9,18,0
Diego Kochen,US,BAR,Goalkeeper,0,0,0,0,0,0,0,0
Diego López,ES,VAL,Forward,36,3,20,2670,26,706,1190,2
Diego López,ES,GET,Midfielder,0,0,0,0,0,0,0,0
Diego Mariño,ES,ALM,Goalkeeper,1,0,0,90,0,21,30,0
Diego Méndez,ES,RAY,Defender,1,0,1,4,1,2,4,0
Diego Piñeiro,ES,RMA,Goalkeeper,0,0,0,0,0,0,0,0
Diego Rico,ES,GET,Defender,32,0,41,2535,32,1044,1922,10
Dimitri Foulquier,GP,VAL,Defender,33,0,16,1833,24,771,1325,3
Dimitrios Stamatakis,GR,OSA,Goalkeeper,0,0,0,0,0,0,0,0
Dion Lopy,SN,ALM,Midfielder,30,0,15,1917,30,866,1197,5
Djené Dakonam,TG,GET,Defender,33,0,23,2490,51,1040,1430,12
Djibril Sow,CH,SEV,Midfielder,24,1,17,1469,27,675,874,5
Djordjije Medenica,NONE,GET,Goalkeeper,0,0,0,0,0,0,0,0
Dodi Lukébakio,BE,SEV,Forward,23,5,2,1124,24,310,588,0
Domingos de Sousa Coutinho Meneses Duarte,PT,GET,Defender,15,0,8,906,8,376,464,3
Dominik Greif,SK,MLL,Goalkeeper,1,0,0,90,0,29,36,0
Edgar González,ES,ALM,Midfielder,31,2,38,2528,29,1343,1704,5
Edgar Pujol,ES,RMA,Defender,0,0,0,0,0,0,0,0
Eduardo Camavinga,FR,RMA,Midfielder,31,0,29,1824,49,1298,1733,9
Eghosa Bello,NG,GRA,Forward,0,0,0,0,0,0,0,0
Egoitz Muñoz,ES,NONE,NONE,0,0,0,0,0,0,0,0
Eneko Ortiz,ES,ALA,Defender,1,0,0,13,0,1,4,0
Enes Ünal,TR,BOU,Forward,16,2,1,320,10,72,166,1
Enrique Fernández,ES,BET,Midfielder,0,0,0,0,0,0,0,0
Enzo Loiodice,FR,LPA,Midfielder,34,0,12,1791,32,1100,1476,2
Eric Bailly,CI,VIL,Defender,10,0,9,838,6,383,477,4
Eric Curbelo,ES,LPA,Defender,2,0,2,101,0,58,78,0
Eric García,ES,GIR,Defender,30,5,30,2641,24,2193,2635,4
Eric Monjonell,ES,NONE,NONE,0,0,0,0,0,0,0,0
Etta Eyong,CM,CAD,Midfielder,1,0,0,20,1,2,4,0
Fabio González,ES,LPA,Midfielder,6,0,0,121,1,126,137,1
Fabrizio Angileri,AR,GET,Defender,11,0,4,160,1,89,125,2
Facundo Esnáider,ES,GET,Midfielder,0,0,0,0,0,0,0,0
Facundo Pellistri,UY,GRA,Forward,15,2,4,1220,22,262,518,0
Faitout Maouassa,FR,GRA,Defender,6,0,1,244,3,58,134,0
Rafael Jiménez Jarque,ES,CAD,Defender,30,0,27,2550,23,1033,1345,12
Famara Diédhiou,SN,NONE,NONE,0,0,0,0,0,0,0,0
Fede San Emeterio,ES,NONE,NONE,0,0,0,0,0,0,0,0
Federico Gattoni,AR,NONE,NONE,0,0,0,0,0,0,0,0
Federico Valverde,UY,RMA,Midfielder,37,2,43,2910,19,2073,2519,2
Ferland Mendy,FR,RMA,Defender,23,0,13,1725,17,1134,1454,5
Fermín López,ES,BAR,Midfielder,31,8,4,1444,43,606,917,2
Fernando Francisco Reges,BR,NONE,NONE,0,0,0,0,0,0,0,0
Fernando Martínez,ES,ALM,Goalkeeper,4,0,0,360,0,131,184,0
Ferran Torres,ES,BAR,Midfielder,29,7,5,1203,8,419,625,2
Filip Jørgensen,DK,VIL,Goalkeeper,36,0,2,3240,2,1121,1527,4
Florian Lejeune,FR,RAY,Defender,37,3,23,3328,26,2006,2432,5
Fran Beltrán,ES,CEL,Midfielder,33,0,18,2437,28,1342,1653,2
Fran García,ES,RMA,Defender,25,1,19,1396,10,813,1192,2
Francisco Javier González Pérez,ES,NONE,NONE,0,0,0,0,0,0,0,0
Fran Pérez,ES,VAL,Midfielder,32,1,14,2069,31,529,953,4
Francisco Barbosa Vieites,ES,BET,Goalkeeper,4,0,0,315,0,99,141,0
Fran Árbol,ES,GRA,Goalkeeper,0,0,0,0,0,0,0,0
Francis Coquelin,FR,VIL,Midfielder,17,0,16,909,18,429,551,4
Franco Cervi,AR,CEL,Forward,17,0,9,537,6,240,403,2
Frenkie de Jong,NL,BAR,Midfielder,20,2,14,1637,19,1639,1895,7
Gabri Veiga,ES,NONE,NONE,0,0,0,0,0,0,0,0
Gabriel Armando de Abreu,BR,ATM,Defender,5,0,4,405,4,273,322,1
Gaizka Ayesa,ES,RSO,Goalkeeper,0,0,0,0,0,0,0,0
Gaizka García,ES,ALA,Goalkeeper,0,0,0,0,0,0,0,0
Gastón Álvarez,UY,GET,Defender,34,2,35,2535,43,890,1371,7
Pablo Martín Páez Gavira,ES,BAR,Midfielder,12,1,8,943,31,526,730,5
Gerard Gumbau,ES,GRA,Midfielder,35,0,25,2684,62,1337,1818,12
